scraped_date,match_date,match_link,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,1x2_market
2026-06-30 23:19:31 UTC,2022-12-06 16:00:00 UTC,https://www.oddsportal.com/football/h2h/morocco-IDKYO3R8/spain-bLyo6mco/,Morocco,Spain,World Cup 2022,1,0,"0:0, 0:0, 0:0, 3:0",Education City Stadium,Al Rayyan,Qatar,"[{'1': '6.90', 'X': '4.00', '2': '1.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '5.70', 'X': '3.95', '2': '1.62', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '6.80', 'X': '4.20', '2': '1.55', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '6.00', 'X': '3.80', '2': '1.65', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '6.25', 'X': '3.85', '2': '1.65', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:19:42 UTC,2018-06-28 20:00:00 UTC,https://www.oddsportal.com/football/h2h/panama-OWKqbCfi/tunisia-QqZVYk95/,Panama,Tunisia,World Cup 2018,1,2,"(1:0, 0:2)",Mordovia Arena,Saransk,Russia,"[{'1': '4.25', 'X': '3.70', '2': '1.83', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.45', 'X': '3.70', '2': '1.87', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}]"
2026-06-30 23:19:43 UTC,2018-06-16 18:00:00 UTC,https://www.oddsportal.com/football/h2h/peru-Uend67D3/denmark-0KUdxQVi/,Peru,Denmark,World Cup 2018,0,1,"(0:0, 0:1)",Mordovia Arena,Saransk,Russia,"[{'1': '3.65', 'X': '3.00', '2': '2.23', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '3.20', 'X': '3.15', '2': '2.50', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}]"
2026-06-30 23:19:48 UTC,2018-06-19 17:00:00 UTC,https://www.oddsportal.com/football/h2h/poland-2HzmcynI/senegal-hOIsJLJr/,Poland,Senegal,World Cup 2018,1,2,"(0:1, 1:1)",Lukoil Arena,Moscow,Russia,"[{'1': '2.48', 'X': '2.95', '2': '3.20', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.37', 'X': '3.10', '2': '3.50', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}]"
2026-06-30 23:20:00 UTC,2025-06-08 21:00:00 UTC,https://www.oddsportal.com/football/h2h/portugal-WvJrjFVN/spain-bLyo6mco/,Portugal,Spain,UEFA Nations League,3,2,"1:2, 1:0, 0:0, 5:3",Allianz Arena,Munich,Germany,"[{'1': '3.90', 'X': '3.70', '2': '2.00', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '3.80', 'X': '3.70', '2': '2.00', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '3.80', 'X': '3.70', '2': '1.98', 'bookmaker_name': 'Getsbet', 'period': 'FullTime'}, {'1': '3.80', 'X': '3.60', '2': '1.96', 'bookmaker_name': 'MrBitRO', 'period': 'FullTime'}, {'1': '3.80', 'X': '3.60', '2': '1.95', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '4.00', 'X': '3.55', '2': '1.96', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:20:01 UTC,2022-11-28 20:00:00 UTC,https://www.oddsportal.com/football/h2h/portugal-WvJrjFVN/uruguay-xMk44orG/,Portugal,Uruguay,World Cup 2022,2,0,"(0:0, 2:0)",Lusail Iconic Stadium,Lusail,Qatar,"[{'1': '1.95', 'X': '3.25', '2': '4.20', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.93', 'X': '3.35', '2': '4.20', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.07', 'X': '3.42', '2': '4.45', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.90', 'X': '3.40', '2': '4.40', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.96', 'X': '3.50', '2': '4.35', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:20:05 UTC,2018-06-14 17:00:00 UTC,https://www.oddsportal.com/football/h2h/russia-hrgrswHh/saudi-arabia-biSY8ox4/,Russia,Saudi Arabia,World Cup 2018,5,0,"(2:0, 3:0)",Luzhniki Stadium,Moscow,Russia,"[{'1': '1.44', 'X': '4.10', '2': '9.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.45', 'X': '4.30', '2': '9.00', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}]"
2026-06-30 23:20:16 UTC,2018-07-01 16:00:00 UTC,https://www.oddsportal.com/football/h2h/russia-hrgrswHh/spain-bLyo6mco/,Spain,Russia,World Cup 2018,1,2,"1:1, 0:0, 0:0, 3:4",Luzhniki Stadium,Moscow,Russia,"[{'1': '1.52', 'X': '4.20', '2': '6.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.60', 'X': '4.05', '2': '6.30', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}]"
2026-06-30 23:20:18 UTC,2018-06-25 16:00:00 UTC,https://www.oddsportal.com/football/h2h/russia-hrgrswHh/uruguay-xMk44orG/,Uruguay,Russia,World Cup 2018,3,0,"(2:0, 1:0)",Samara Arena,Samara,Russia,"[{'1': '2.63', 'X': '3.00', '2': '2.95', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.87', 'X': '3.05', '2': '2.87', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}]"
2026-06-30 23:20:22 UTC,2026-06-16 00:00:00 UTC,https://www.oddsportal.com/football/h2h/saudi-arabia-biSY8ox4/uruguay-xMk44orG/,Saudi Arabia,Uruguay,World Championship 2026,1,1,"(1:0, 0:1)",Hard Rock Stadium,"Miami Gardens, FL",USA,"[{'1': '6.50', 'X': '3.90', '2': '1.44', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '7.50', 'X': '4.05', '2': '1.55', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '7.50', 'X': '4.25', '2': '1.49', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '7.50', 'X': '4.25', '2': '1.53', 'bookmaker_name': 'Getsbet', 'period': 'FullTime'}, {'1': '8.10', 'X': '4.45', '2': '1.49', 'bookmaker_name': 'MrBitRO', 'period': 'FullTime'}, {'1': '7.70', 'X': '4.45', '2': '1.50', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '7.50', 'X': '4.25', '2': '1.50', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:20:34 UTC,2024-11-15 20:45:00 UTC,https://www.oddsportal.com/football/h2h/serbia-8Kl6iq0i/switzerland-rHJ2vy1B/,Switzerland,Serbia,UEFA Nations League,1,1,"(0:0, 1:1)",Letzigrund Stadion,Zrich,Switzerland,"[{'1': '1.67', 'X': '3.75', '2': '5.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.65', '2': '4.30', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.72', 'X': '3.80', '2': '4.85', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.75', 'X': '3.75', '2': '4.75', 'bookmaker_name': 'MrBitRO', 'period': 'FullTime'}, {'1': '1.80', 'X': '3.85', '2': '4.25', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.70', 'X': '3.80', '2': '5.20', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:20:36 UTC,2018-06-18 14:00:00 UTC,https://www.oddsportal.com/football/h2h/sweden-OQyqbHWB/south-korea-K6Gs7P6G/,Sweden,South Korea,World Cup 2018,1,0,"(0:0, 1:0)",Sovcombank Arena,Nizhny Novgorod,Russia,"[{'1': '2.23', 'X': '2.95', '2': '3.80', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.25', 'X': '3.00', '2': '3.95', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}]"
2026-06-30 23:20:38 UTC,2025-11-15 20:45:00 UTC,https://www.oddsportal.com/football/h2h/sweden-OQyqbHWB/switzerland-rHJ2vy1B/,Switzerland,Sweden,World Championship 2026,4,1,"(1:1, 3:0)",Stade de Genve,Geneva,Switzerland,"[{'1': '1.50', 'X': '3.75', '2': '6.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.57', 'X': '4.15', '2': '6.60', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.53', 'X': '4.15', '2': '6.00', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.53', 'X': '4.00', '2': '6.00', 'bookmaker_name': 'Getsbet', 'period': 'FullTime'}, {'1': '1.52', 'X': '4.20', '2': '6.50', 'bookmaker_name': 'MrBitRO', 'period': 'FullTime'}, {'1': '1.54', 'X': '4.00', '2': '6.50', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.54', 'X': '4.20', '2': '6.00', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:20:52 UTC,2018-06-18 20:00:00 UTC,https://www.oddsportal.com/football/h2h/tunisia-QqZVYk95/england-j9N9ZNFA/,Tunisia,England,World Cup 2018,1,2,"(1:1, 0:1)",Volgograd Arena,Volgograd,Russia,"[{'1': '8.50', 'X': '4.10', '2': '1.44', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '8.75', 'X': '4.00', '2': '1.50', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}]"
