scraped_date,match_date,match_link,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,1x2_market
2026-06-30 22:47:07 UTC,2022-11-29 16:00:00 UTC,https://www.oddsportal.com/football/h2h/netherlands-WYintcWb/qatar-zqzHL77i/#fZmDj4nU,Netherlands,Qatar,World Cup 2022,2,0,"(1:0, 1:0)",Al Bayt Stadium,Al Khor,Qatar,"[{'1': '1.20', 'X': '6.80', '2': '14.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.21', 'X': '6.90', '2': '13.00', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.23', 'X': '6.50', '2': '16.50', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.22', 'X': '7.00', '2': '13.00', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.22', 'X': '6.75', '2': '17.00', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:47:08 UTC,2022-11-28 14:00:00 UTC,https://www.oddsportal.com/football/h2h/ghana-nNBjHale/south-korea-K6Gs7P6G/#8vFLJNXD,South Korea,Ghana,World Cup 2022,2,3,"(0:2, 2:1)",Seoul World Cup Stadium,Seoul,South Korea,"[{'1': '2.65', 'X': '3.05', '2': '2.85', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.70', 'X': '3.10', '2': '2.82', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.80', 'X': '3.25', '2': '2.98', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '2.70', 'X': '3.10', '2': '2.90', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '2.80', 'X': '3.20', '2': '2.85', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:47:27 UTC,2022-11-25 11:00:00 UTC,https://www.oddsportal.com/football/h2h/iran-xrRx85iA/wales-YcUP0Nqp/#4psrTor8,Wales,Iran,World Cup 2022,0,2,"(0:0, 0:2)",Ahmad bin Ali Stadium,Al Rayyan,Qatar,"[{'1': '2.10', 'X': '3.20', '2': '3.90', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.15', 'X': '3.15', '2': '3.70', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.20', 'X': '3.15', '2': '3.85', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '2.20', 'X': '3.20', '2': '3.70', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '2.14', 'X': '3.20', '2': '4.10', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:47:27 UTC,2022-12-02 16:00:00 UTC,https://www.oddsportal.com/football/h2h/portugal-WvJrjFVN/south-korea-K6Gs7P6G/#MsJPIsmK,South Korea,Portugal,World Cup 2022,2,1,"(1:1, 1:0)",Education City Stadium,Al Rayyan,Qatar,"[{'1': '4.30', 'X': '3.75', '2': '1.80', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.10', 'X': '3.85', '2': '1.82', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '4.05', 'X': '3.90', '2': '1.90', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '4.50', 'X': '3.80', '2': '1.80', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '4.50', 'X': '3.95', '2': '1.82', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:47:27 UTC,2022-12-01 20:00:00 UTC,https://www.oddsportal.com/football/h2h/costa-rica-C4ePE2kq/germany-ptQide1O/#I5Sd8Axs,Costa Rica,Germany,World Cup 2022,2,4,"(0:1, 2:3)",Al Bayt Stadium,Al Khor,Qatar,"[{'1': '25.00', 'X': '10.50', '2': '1.08', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '24.00', 'X': '12.00', '2': '1.08', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '21.00', 'X': '11.00', '2': '1.12', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '28.00', 'X': '11.00', '2': '1.10', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '31.00', 'X': '12.00', '2': '1.10', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:47:47 UTC,2022-12-10 16:00:00 UTC,https://www.oddsportal.com/football/h2h/morocco-IDKYO3R8/portugal-WvJrjFVN/#hdEvqxcM,Morocco,Portugal,World Cup 2022,1,0,"(1:0, 0:0)",Al Thumama Stadium,Doha,Qatar,"[{'1': '5.60', 'X': '3.45', '2': '1.70', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '6.00', 'X': '3.80', '2': '1.60', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '5.70', 'X': '3.70', '2': '1.80', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '6.00', 'X': '3.90', '2': '1.62', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '6.25', 'X': '3.95', '2': '1.63', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:47:47 UTC,2022-11-26 17:00:00 UTC,https://www.oddsportal.com/football/h2h/denmark-0KUdxQVi/france-QkGeVG1n/#M1F3f742,France,Denmark,World Cup 2022,2,1,"(0:0, 2:1)",Stadium 974,Doha,Qatar,"[{'1': '1.80', 'X': '3.45', '2': '4.70', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.75', 'X': '3.55', '2': '5.00', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.75', '2': '5.10', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.50', '2': '4.75', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.55', '2': '4.90', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:47:47 UTC,2022-11-26 11:00:00 UTC,https://www.oddsportal.com/football/h2h/australia-xSrf6qMM/tunisia-QqZVYk95/#bVO50n0F,Tunisia,Australia,World Cup 2022,0,1,"(0:1, 0:0)",Al Janoub Stadium,Al Wakrah,Qatar,"[{'1': '2.15', 'X': '3.40', '2': '3.55', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.18', 'X': '3.35', '2': '3.45', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.23', 'X': '3.25', '2': '3.65', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '2.20', 'X': '3.20', '2': '3.70', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '2.23', 'X': '3.35', '2': '3.60', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:48:05 UTC,2022-11-27 20:00:00 UTC,https://www.oddsportal.com/football/h2h/germany-ptQide1O/spain-bLyo6mco/#dK7Gi5lL,Spain,Germany,World Cup 2022,1,1,"(0:0, 1:1)",MHPArena,Stuttgart,Germany,"[{'1': '2.45', 'X': '3.40', '2': '2.85', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.55', 'X': '3.35', '2': '2.77', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.55', 'X': '3.55', '2': '3.05', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '2.65', 'X': '3.30', '2': '2.80', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '2.70', 'X': '3.40', '2': '2.75', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:48:06 UTC,2022-11-30 16:00:00 UTC,https://www.oddsportal.com/football/h2h/france-QkGeVG1n/tunisia-QqZVYk95/#0hE7gRJ8,Tunisia,France,World Cup 2022,1,0,"(0:0, 1:0)",Education City Stadium,Al Rayyan,Qatar,"[{'1': '5.75', 'X': '3.85', '2': '1.60', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '6.00', 'X': '3.75', '2': '1.62', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '6.00', 'X': '3.90', '2': '1.65', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '6.00', 'X': '3.90', '2': '1.65', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '6.10', 'X': '3.90', '2': '1.65', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:48:06 UTC,2022-11-29 20:00:00 UTC,https://www.oddsportal.com/football/h2h/iran-xrRx85iA/usa-fuitL4CF/#6D3ThfTc,Iran,USA,World Cup 2022,0,1,"(0:1, 0:0)",Al Thumama Stadium,Doha,Qatar,"[{'1': '4.10', 'X': '3.40', '2': '1.95', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '3.90', 'X': '3.45', '2': '2.00', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '4.25', 'X': '3.55', '2': '2.07', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '4.00', 'X': '3.60', '2': '1.95', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '4.35', 'X': '3.55', '2': '1.95', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:48:24 UTC,2022-11-26 14:00:00 UTC,https://www.oddsportal.com/football/h2h/poland-2HzmcynI/saudi-arabia-biSY8ox4/#YRJ9YPsq,Poland,Saudi Arabia,World Cup 2022,2,0,"(1:0, 1:0)",Education City Stadium,Al Rayyan,Qatar,"[{'1': '1.71', 'X': '3.55', '2': '5.30', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.70', 'X': '3.65', '2': '5.30', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.75', 'X': '3.80', '2': '5.70', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.70', 'X': '3.60', '2': '5.50', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.70', 'X': '3.65', '2': '6.00', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:48:25 UTC,2022-12-01 20:00:00 UTC,https://www.oddsportal.com/football/h2h/japan-ULXPdOUj/spain-bLyo6mco/#js7KjP3R,Japan,Spain,World Cup 2022,2,1,"(0:1, 2:0)",Khalifa International Stadium,Al Rayyan,Qatar,"[{'1': '7.25', 'X': '4.40', '2': '1.44', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '6.80', 'X': '4.65', '2': '1.45', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '6.70', 'X': '4.45', '2': '1.50', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '7.50', 'X': '4.40', '2': '1.50', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '7.00', 'X': '4.60', '2': '1.50', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:48:25 UTC,2022-12-09 20:00:00 UTC,https://www.oddsportal.com/football/h2h/argentina-f9OppQjp/netherlands-WYintcWb/#G0rn6WE5,Netherlands,Argentina,World Cup 2022,2,3,"0:1, 2:1, 0:0, 3:4",Lusail Iconic Stadium,Lusail,Qatar,"[{'1': '3.60', 'X': '3.15', '2': '2.20', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '3.60', 'X': '3.10', '2': '2.22', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '4.02', 'X': '3.25', '2': '2.25', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '3.75', 'X': '3.10', '2': '2.25', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '3.80', 'X': '3.15', '2': '2.23', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:48:43 UTC,2022-12-06 20:00:00 UTC,https://www.oddsportal.com/football/h2h/portugal-WvJrjFVN/switzerland-rHJ2vy1B/#GpbM6Hem,Portugal,Switzerland,World Cup 2022,6,1,"(2:0, 4:1)",Lusail Iconic Stadium,Lusail,Qatar,"[{'1': '1.85', 'X': '3.35', '2': '4.60', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.55', '2': '4.40', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.92', 'X': '3.70', '2': '4.75', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.90', 'X': '3.50', '2': '4.40', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.91', 'X': '3.65', '2': '4.40', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:48:44 UTC,2022-11-27 17:00:00 UTC,https://www.oddsportal.com/football/h2h/canada-x4toKORL/croatia-K8aznggo/#runaqsd1,Croatia,Canada,World Cup 2022,4,1,"(2:1, 2:0)",Khalifa International Stadium,Al Rayyan,Qatar,"[{'1': '2.20', 'X': '3.20', '2': '3.45', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.22', 'X': '3.25', '2': '3.40', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.33', 'X': '3.45', '2': '3.55', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '2.25', 'X': '3.10', '2': '3.70', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '2.18', 'X': '3.35', '2': '3.70', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:48:43 UTC,2022-12-01 16:00:00 UTC,https://www.oddsportal.com/football/h2h/canada-x4toKORL/morocco-IDKYO3R8/#dKTo7pl8,Canada,Morocco,World Cup 2022,1,2,"(1:2, 0:0)",NRG Stadium,"Houston, TX",USA,"[{'1': '4.70', 'X': '3.40', '2': '1.83', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.70', 'X': '3.40', '2': '1.83', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '4.70', 'X': '3.60', '2': '1.85', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '4.75', 'X': '3.40', '2': '1.85', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '4.75', 'X': '3.60', '2': '1.86', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:49:02 UTC,2022-11-25 14:00:00 UTC,https://www.oddsportal.com/football/h2h/qatar-zqzHL77i/senegal-hOIsJLJr/#n9p5hQHH,Qatar,Senegal,World Cup 2022,1,3,"(0:1, 1:2)",Al Thumama Stadium,Doha,Qatar,"[{'1': '5.50', 'X': '3.50', '2': '1.70', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '5.40', 'X': '3.55', '2': '1.72', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '5.70', 'X': '3.60', '2': '1.73', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '5.25', 'X': '3.60', '2': '1.75', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '6.25', 'X': '3.65', '2': '1.70', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:49:02 UTC,2022-12-03 16:00:00 UTC,https://www.oddsportal.com/football/h2h/netherlands-WYintcWb/usa-fuitL4CF/#ClJjw1Og,Netherlands,USA,World Cup 2022,3,1,"(2:0, 1:1)",Khalifa International Stadium,Al Rayyan,Qatar,"[{'1': '1.91', 'X': '3.30', '2': '4.30', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.95', 'X': '3.35', '2': '4.20', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.05', 'X': '3.40', '2': '4.55', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.95', 'X': '3.25', '2': '4.60', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.94', 'X': '3.40', '2': '4.60', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:49:02 UTC,2022-12-02 16:00:00 UTC,https://www.oddsportal.com/football/h2h/ghana-nNBjHale/uruguay-xMk44orG/#468UH12Q,Ghana,Uruguay,World Cup 2022,0,2,"(0:2, 0:0)",Al Janoub Stadium,Al Wakrah,Qatar,"[{'1': '4.60', 'X': '3.75', '2': '1.75', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.55', 'X': '3.75', '2': '1.78', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '4.50', 'X': '3.95', '2': '1.90', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '4.50', 'X': '3.90', '2': '1.80', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '4.90', 'X': '3.95', '2': '1.76', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:49:21 UTC,2022-11-27 14:00:00 UTC,https://www.oddsportal.com/football/h2h/belgium-GbB957na/morocco-IDKYO3R8/#lInepNte,Belgium,Morocco,World Cup 2022,0,2,"(0:0, 0:2)",Al Thumama Stadium,Doha,Qatar,"[{'1': '1.85', 'X': '3.35', '2': '4.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.87', 'X': '3.40', '2': '4.45', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.90', 'X': '3.50', '2': '4.55', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.90', 'X': '3.40', '2': '4.60', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.88', 'X': '3.50', '2': '4.80', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:49:21 UTC,2022-11-29 16:00:00 UTC,https://www.oddsportal.com/football/h2h/ecuador-8tbm8Tri/senegal-hOIsJLJr/#drzunOfo,Ecuador,Senegal,World Cup 2022,1,2,"(0:1, 1:1)",Khalifa International Stadium,Al Rayyan,Qatar,"[{'1': '2.45', 'X': '3.05', '2': '3.15', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.47', 'X': '3.10', '2': '3.10', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.60', 'X': '3.30', '2': '3.20', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '2.45', 'X': '3.10', '2': '3.20', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '2.45', 'X': '3.15', '2': '3.30', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
