scraped_date,match_date,match_link,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,1x2_market
2026-06-30 22:49:21 UTC,2022-12-13 20:00:00 UTC,https://www.oddsportal.com/football/h2h/argentina-f9OppQjp/croatia-K8aznggo/#QXChy9gE,Argentina,Croatia,World Cup 2022,3,0,"(2:0, 1:0)",Lusail Iconic Stadium,Lusail,Qatar,"[{'1': '1.85', 'X': '3.25', '2': '4.70', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.98', 'X': '3.15', '2': '4.40', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.05', 'X': '3.30', '2': '4.75', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '2.05', 'X': '3.20', '2': '4.40', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '2.06', 'X': '3.05', '2': '4.70', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:49:38 UTC,2022-12-18 16:00:00 UTC,https://www.oddsportal.com/football/h2h/argentina-f9OppQjp/france-QkGeVG1n/#rBfk6fO7,Argentina,France,World Cup 2022,4,3,"2:0, 0:2, 1:1, 4:2",Lusail Iconic Stadium,Lusail,Qatar,"[{'1': '2.63', 'X': '3.15', '2': '2.85', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.77', 'X': '2.95', '2': '2.85', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.85', 'X': '3.20', '2': '2.95', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '2.75', 'X': '3.10', '2': '2.90', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '2.75', 'X': '3.20', '2': '2.85', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:49:39 UTC,2022-11-30 20:00:00 UTC,https://www.oddsportal.com/football/h2h/mexico-O6iHcNkd/saudi-arabia-biSY8ox4/#UgDIW3Ce,Saudi Arabia,Mexico,World Cup 2022,1,2,"(0:0, 1:2)",State Farm Stadium,"Glendale, AZ",USA,"[{'1': '5.30', 'X': '4.00', '2': '1.62', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '5.10', 'X': '4.40', '2': '1.60', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '4.90', 'X': '4.20', '2': '1.70', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '5.75', 'X': '4.20', '2': '1.60', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '5.50', 'X': '4.40', '2': '1.62', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:49:40 UTC,2022-12-05 16:00:00 UTC,https://www.oddsportal.com/football/h2h/croatia-K8aznggo/japan-ULXPdOUj/#MVnruykg,Japan,Croatia,World Cup 2022,1,2,"1:0, 0:1, 0:0, 1:3",Al Janoub Stadium,Al Wakrah,Qatar,"[{'1': '3.85', 'X': '3.25', '2': '2.05', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '3.75', 'X': '3.30', '2': '2.07', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '4.10', 'X': '3.40', '2': '2.15', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '3.80', 'X': '3.30', '2': '2.10', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '3.90', 'X': '3.30', '2': '2.15', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:49:57 UTC,2022-11-28 11:00:00 UTC,https://www.oddsportal.com/football/h2h/cameroon-zk1uVG2D/serbia-8Kl6iq0i/#lI8Qa2tr,Cameroon,Serbia,World Cup 2022,3,3,"1:2, 2:1",Al Janoub Stadium,Al Wakrah,Qatar,"[{'1': '5.30', 'X': '3.80', '2': '1.70', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '5.20', 'X': '3.70', '2': '1.70', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '5.50', 'X': '3.70', '2': '1.73', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '5.25', 'X': '3.80', '2': '1.70', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '5.75', 'X': '3.80', '2': '1.70', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:49:58 UTC,2022-12-14 20:00:00 UTC,https://www.oddsportal.com/football/h2h/france-QkGeVG1n/morocco-IDKYO3R8/#M9g47WCj,France,Morocco,World Cup 2022,2,0,"(1:0, 1:0)",Al Bayt Stadium,Al Khor,Qatar,"[{'1': '1.53', 'X': '3.85', '2': '6.60', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.57', 'X': '3.75', '2': '6.90', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.62', 'X': '4.00', '2': '7.05', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.60', 'X': '3.80', '2': '6.50', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.65', 'X': '3.70', '2': '6.75', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:49:58 UTC,2022-11-25 20:00:00 UTC,https://www.oddsportal.com/football/h2h/england-j9N9ZNFA/usa-fuitL4CF/#Cj4PgzEi,England,USA,World Cup 2022,0,0,"(0:0, 0:0)",Al Bayt Stadium,Al Khor,Qatar,"[{'1': '1.45', 'X': '4.20', '2': '7.60', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.47', 'X': '4.35', '2': '7.10', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.53', 'X': '4.60', '2': '7.75', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.50', 'X': '4.20', '2': '8.00', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.49', 'X': '4.30', '2': '8.00', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:50:17 UTC,2022-12-04 20:00:00 UTC,https://www.oddsportal.com/football/h2h/england-j9N9ZNFA/senegal-hOIsJLJr/#bswGq3oQ,England,Senegal,World Cup 2022,3,0,"(2:0, 1:0)",City Ground,Nottingham,England,"[{'1': '1.53', 'X': '3.85', '2': '6.80', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.62', 'X': '3.75', '2': '6.20', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.70', 'X': '3.90', '2': '6.43', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.65', 'X': '3.70', '2': '6.50', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.64', 'X': '3.70', '2': '7.00', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:50:17 UTC,2022-12-02 20:00:00 UTC,https://www.oddsportal.com/football/h2h/brazil-I9l9aqLq/cameroon-zk1uVG2D/#2LCUbMel,Cameroon,Brazil,World Cup 2022,1,0,"(0:0, 1:0)",Lusail Iconic Stadium,Lusail,Qatar,"[{'1': '8.50', 'X': '4.90', '2': '1.36', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '8.25', 'X': '5.50', '2': '1.34', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '7.60', 'X': '5.40', '2': '1.40', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '9.00', 'X': '5.25', '2': '1.35', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '9.50', 'X': '5.40', '2': '1.36', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:50:17 UTC,2022-12-06 16:00:00 UTC,https://www.oddsportal.com/football/h2h/morocco-IDKYO3R8/spain-bLyo6mco/#4fxmve4a,Morocco,Spain,World Cup 2022,1,0,"0:0, 0:0, 0:0, 3:0",Education City Stadium,Al Rayyan,Qatar,"[{'1': '6.90', 'X': '4.00', '2': '1.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '5.70', 'X': '3.95', '2': '1.62', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '6.80', 'X': '4.20', '2': '1.55', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '6.00', 'X': '3.80', '2': '1.65', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '6.25', 'X': '3.85', '2': '1.65', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:50:35 UTC,2022-11-26 20:00:00 UTC,https://www.oddsportal.com/football/h2h/argentina-f9OppQjp/mexico-O6iHcNkd/#tWetjhDG,Argentina,Mexico,World Cup 2022,2,0,"(0:0, 2:0)",Lusail Iconic Stadium,Lusail,Qatar,"[{'1': '1.45', 'X': '4.00', '2': '7.75', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.52', 'X': '4.20', '2': '6.50', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.53', 'X': '4.05', '2': '7.70', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.55', 'X': '3.90', '2': '7.00', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.57', 'X': '3.95', '2': '7.50', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:50:36 UTC,2022-11-24 17:00:00 UTC,https://www.oddsportal.com/football/h2h/ghana-nNBjHale/portugal-WvJrjFVN/#zZAxc0Q0,Portugal,Ghana,World Cup 2022,3,2,"(0:0, 3:2)",Stadium 974,Doha,Qatar,"[{'1': '1.29', 'X': '5.30', '2': '10.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.30', 'X': '5.80', '2': '9.25', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.35', 'X': '5.50', '2': '9.20', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.30', 'X': '5.75', '2': '11.00', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.33', 'X': '5.60', '2': '10.50', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:50:36 UTC,2022-11-27 11:00:00 UTC,https://www.oddsportal.com/football/h2h/costa-rica-C4ePE2kq/japan-ULXPdOUj/#COkUCjUP,Japan,Costa Rica,World Cup 2022,0,1,"(0:0, 0:1)",Ahmad bin Ali Stadium,Al Rayyan,Qatar,"[{'1': '1.50', 'X': '4.00', '2': '7.75', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.45', 'X': '4.25', '2': '7.90', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.48', 'X': '4.35', '2': '8.00', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.47', 'X': '4.40', '2': '7.50', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.47', 'X': '4.50', '2': '8.00', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:50:55 UTC,2022-12-03 20:00:00 UTC,https://www.oddsportal.com/football/h2h/argentina-f9OppQjp/australia-xSrf6qMM/#Ya9wwgP2,Argentina,Australia,World Cup 2022,2,1,"(1:0, 1:1)",Workers' Stadium,Beijing,China,"[{'1': '1.25', 'X': '5.75', '2': '11.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.29', 'X': '5.60', '2': '10.25', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.27', 'X': '6.30', '2': '13.00', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.30', 'X': '5.75', '2': '11.00', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.30', 'X': '6.40', '2': '10.00', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:50:56 UTC,2022-12-04 16:00:00 UTC,https://www.oddsportal.com/football/h2h/france-QkGeVG1n/poland-2HzmcynI/#Cj8sxDv9,France,Poland,World Cup 2022,3,1,"(1:0, 2:1)",Signal Iduna Park,Dortmund,Germany,"[{'1': '1.33', 'X': '5.10', '2': '10.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.40', 'X': '4.75', '2': '7.80', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.34', 'X': '5.25', '2': '11.00', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.42', 'X': '5.00', '2': '8.00', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.38', 'X': '5.20', '2': '9.50', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:50:56 UTC,2022-11-28 20:00:00 UTC,https://www.oddsportal.com/football/h2h/portugal-WvJrjFVN/uruguay-xMk44orG/#fyRweveD,Portugal,Uruguay,World Cup 2022,2,0,"(0:0, 2:0)",Lusail Iconic Stadium,Lusail,Qatar,"[{'1': '1.95', 'X': '3.25', '2': '4.20', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.93', 'X': '3.35', '2': '4.20', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.07', 'X': '3.42', '2': '4.45', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.90', 'X': '3.40', '2': '4.40', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.96', 'X': '3.50', '2': '4.35', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:51:13 UTC,2022-12-01 16:00:00 UTC,https://www.oddsportal.com/football/h2h/belgium-GbB957na/croatia-K8aznggo/#fFk3r1B7,Croatia,Belgium,World Cup 2022,0,0,"(0:0, 0:0)",Stadion HNK Rijeka,Rijeka,Croatia,"[{'1': '3.00', 'X': '3.35', '2': '2.35', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '3.00', 'X': '3.45', '2': '2.35', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.85', 'X': '3.55', '2': '2.70', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '3.10', 'X': '3.40', '2': '2.35', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '3.10', 'X': '3.55', '2': '2.38', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 22:51:14 UTC,2022-11-29 20:00:00 UTC,https://www.oddsportal.com/football/h2h/england-j9N9ZNFA/wales-YcUP0Nqp/#rytnS5cE,Wales,England,World Cup 2022,0,3,"(0:0, 0:3)",Wembley Stadium,London,England,"[{'1': '8.50', 'X': '4.40', '2': '1.40', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '9.00', 'X': '4.25', '2': '1.42', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '8.40', 'X': '4.60', '2': '1.45', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '8.00', 'X': '4.50', '2': '1.45', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '9.50', 'X': '4.50', '2': '1.44', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
