scraped_date,match_date,match_link,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,1x2_market
2026-06-30 23:23:48 UTC,2022-11-29 16:00:00 UTC,https://www.oddsportal.com/football/h2h/ecuador-8tbm8Tri/senegal-hOIsJLJr/,Ecuador,Senegal,World Cup 2022,1,2,"(0:1, 1:1)",Khalifa International Stadium,Al Rayyan,Qatar,"[{'1': '2.45', 'X': '3.05', '2': '3.15', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.47', 'X': '3.10', '2': '3.10', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.60', 'X': '3.30', '2': '3.20', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '2.45', 'X': '3.10', '2': '3.20', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '2.45', 'X': '3.15', '2': '3.30', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:23:47 UTC,2022-12-10 20:00:00 UTC,https://www.oddsportal.com/football/h2h/england-j9N9ZNFA/france-QkGeVG1n/,England,France,World Cup 2022,1,2,"(0:1, 1:1)",Al Bayt Stadium,Al Khor,Qatar,"[{'1': '2.95', 'X': '3.10', '2': '2.55', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.77', 'X': '3.15', '2': '2.72', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.97', 'X': '3.20', '2': '2.85', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '2.80', 'X': '3.10', '2': '2.80', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '3.00', 'X': '3.15', '2': '2.65', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:23:48 UTC,2022-11-21 14:00:00 UTC,https://www.oddsportal.com/football/h2h/england-j9N9ZNFA/iran-xrRx85iA/,England,Iran,World Cup 2022,6,2,"(3:0, 3:2)",Khalifa International Stadium,Al Rayyan,Qatar,"[{'1': '1.36', 'X': '4.60', '2': '11.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.37', 'X': '4.25', '2': '11.50', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.37', 'X': '4.60', '2': '12.00', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.38', 'X': '4.50', '2': '10.00', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.40', 'X': '4.50', '2': '10.00', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:24:04 UTC,2025-06-10 20:45:00 UTC,https://www.oddsportal.com/football/h2h/england-j9N9ZNFA/senegal-hOIsJLJr/,England,Senegal,Friendly International 2025,1,3,"(1:1, 0:2)",City Ground,Nottingham,England,"[{'1': '1.53', 'X': '4.35', '2': '7.00', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.50', 'X': '4.10', '2': '6.20', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.51', 'X': '4.33', '2': '6.50', 'bookmaker_name': 'Getsbet', 'period': 'FullTime'}, {'1': '1.46', 'X': '4.33', '2': '7.00', 'bookmaker_name': 'MrBitRO', 'period': 'FullTime'}, {'1': '1.51', 'X': '4.25', '2': '6.10', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.45', 'X': '4.30', '2': '7.00', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:24:04 UTC,2022-11-25 20:00:00 UTC,https://www.oddsportal.com/football/h2h/england-j9N9ZNFA/usa-fuitL4CF/,England,USA,World Cup 2022,0,0,"(0:0, 0:0)",Al Bayt Stadium,Al Khor,Qatar,"[{'1': '1.45', 'X': '4.20', '2': '7.60', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.47', 'X': '4.35', '2': '7.10', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.53', 'X': '4.60', '2': '7.75', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.50', 'X': '4.20', '2': '8.00', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.49', 'X': '4.30', '2': '8.00', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:24:05 UTC,2025-10-09 20:45:00 UTC,https://www.oddsportal.com/football/h2h/england-j9N9ZNFA/wales-YcUP0Nqp/,England,Wales,Friendly International 2025,3,0,"(3:0, 0:0)",Wembley Stadium,London,England,"[{'1': '1.24', 'X': '6.30', '2': '12.00', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.20', 'X': '6.10', '2': '12.00', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.20', 'X': '6.00', '2': '12.00', 'bookmaker_name': 'Getsbet', 'period': 'FullTime'}, {'1': '1.18', 'X': '6.66', '2': '15.00', 'bookmaker_name': 'MrBitRO', 'period': 'FullTime'}, {'1': '1.20', 'X': '6.80', '2': '11.00', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.23', 'X': '6.00', '2': '12.00', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:24:20 UTC,2022-11-22 20:00:00 UTC,https://www.oddsportal.com/football/h2h/france-QkGeVG1n/australia-xSrf6qMM/,France,Australia,World Cup 2022,4,1,"(2:1, 2:0)",Al Janoub Stadium,Al Wakrah,Qatar,"[{'1': '1.22', 'X': '6.50', '2': '13.25', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.23', 'X': '6.40', '2': '12.50', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.27', 'X': '6.20', '2': '12.00', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.22', 'X': '7.00', '2': '15.00', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.22', 'X': '7.00', '2': '15.00', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:24:21 UTC,2022-12-14 20:00:00 UTC,https://www.oddsportal.com/football/h2h/france-QkGeVG1n/morocco-IDKYO3R8/,France,Morocco,World Cup 2022,2,0,"(1:0, 1:0)",Al Bayt Stadium,Al Khor,Qatar,"[{'1': '1.53', 'X': '3.85', '2': '6.60', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.57', 'X': '3.75', '2': '6.90', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.62', 'X': '4.00', '2': '7.05', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.60', 'X': '3.80', '2': '6.50', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.65', 'X': '3.70', '2': '6.75', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:24:22 UTC,2024-06-25 18:00:00 UTC,https://www.oddsportal.com/football/h2h/france-QkGeVG1n/poland-2HzmcynI/,France,Poland,Euro 2024,1,1,"(0:0, 1:1)",Signal Iduna Park,Dortmund,Germany,"[{'1': '1.22', 'X': '6.00', '2': '13.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.32', 'X': '5.20', '2': '10.00', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.30', 'X': '5.80', '2': '10.00', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.28', 'X': '5.50', '2': '11.00', 'bookmaker_name': 'MrBitRO', 'period': 'FullTime'}, {'1': '1.33', 'X': '5.75', '2': '9.50', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.32', 'X': '5.80', '2': '11.00', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:24:37 UTC,2022-11-30 16:00:00 UTC,https://www.oddsportal.com/football/h2h/france-QkGeVG1n/tunisia-QqZVYk95/,Tunisia,France,World Cup 2022,1,0,"(0:0, 1:0)",Education City Stadium,Al Rayyan,Qatar,"[{'1': '5.75', 'X': '3.85', '2': '1.60', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '6.00', 'X': '3.75', '2': '1.62', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '6.00', 'X': '3.90', '2': '1.65', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '6.00', 'X': '3.90', '2': '1.65', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '6.10', 'X': '3.90', '2': '1.65', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:24:38 UTC,2023-09-09 20:45:00 UTC,https://www.oddsportal.com/football/h2h/germany-ptQide1O/japan-ULXPdOUj/,Germany,Japan,Friendly International 2023,1,4,"(1:2, 0:2)",Volkswagen Arena,Wolfsburg,Germany,"[{'1': '1.40', 'X': '4.50', '2': '6.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.44', 'X': '4.65', '2': '6.00', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.41', 'X': '5.20', '2': '7.00', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.42', 'X': '5.00', '2': '7.00', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.48', 'X': '4.85', '2': '6.30', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:24:38 UTC,2024-07-05 18:00:00 UTC,https://www.oddsportal.com/football/h2h/germany-ptQide1O/spain-bLyo6mco/,Spain,Germany,Euro 2024,2,1,"0:0, 1:1, 1:0",MHPArena,Stuttgart,Germany,"[{'1': '2.60', 'X': '3.20', '2': '2.80', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.65', 'X': '3.15', '2': '2.80', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.70', 'X': '3.15', '2': '2.85', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '2.75', 'X': '3.10', '2': '2.75', 'bookmaker_name': 'MrBitRO', 'period': 'FullTime'}, {'1': '2.70', 'X': '3.10', '2': '2.80', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '2.70', 'X': '3.30', '2': '2.85', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:24:54 UTC,2022-11-24 17:00:00 UTC,https://www.oddsportal.com/football/h2h/ghana-nNBjHale/portugal-WvJrjFVN/,Portugal,Ghana,World Cup 2022,3,2,"(0:0, 3:2)",Stadium 974,Doha,Qatar,"[{'1': '1.29', 'X': '5.30', '2': '10.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.30', 'X': '5.80', '2': '9.25', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.35', 'X': '5.50', '2': '9.20', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.30', 'X': '5.75', '2': '11.00', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.33', 'X': '5.60', '2': '10.50', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:24:55 UTC,2025-11-18 12:00:00 UTC,https://www.oddsportal.com/football/h2h/ghana-nNBjHale/south-korea-K6Gs7P6G/,South Korea,Ghana,Friendly International 2025,1,0,"(0:0, 1:0)",Seoul World Cup Stadium,Seoul,South Korea,"[{'1': '1.67', 'X': '3.60', '2': '4.60', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.67', 'X': '4.00', '2': '4.50', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.63', 'X': '3.95', '2': '4.65', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.63', 'X': '4.00', '2': '4.50', 'bookmaker_name': 'Getsbet', 'period': 'FullTime'}, {'1': '1.64', 'X': '4.00', '2': '4.33', 'bookmaker_name': 'MrBitRO', 'period': 'FullTime'}, {'1': '1.67', 'X': '4.00', '2': '4.45', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.65', 'X': '3.90', '2': '4.60', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:24:55 UTC,2022-12-02 16:00:00 UTC,https://www.oddsportal.com/football/h2h/ghana-nNBjHale/uruguay-xMk44orG/,Ghana,Uruguay,World Cup 2022,0,2,"(0:2, 0:0)",Al Janoub Stadium,Al Wakrah,Qatar,"[{'1': '4.60', 'X': '3.75', '2': '1.75', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.55', 'X': '3.75', '2': '1.78', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '4.50', 'X': '3.95', '2': '1.90', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '4.50', 'X': '3.90', '2': '1.80', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '4.90', 'X': '3.95', '2': '1.76', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:25:11 UTC,2022-11-29 20:00:00 UTC,https://www.oddsportal.com/football/h2h/iran-xrRx85iA/usa-fuitL4CF/,Iran,USA,World Cup 2022,0,1,"(0:1, 0:0)",Al Thumama Stadium,Doha,Qatar,"[{'1': '4.10', 'X': '3.40', '2': '1.95', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '3.90', 'X': '3.45', '2': '2.00', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '4.25', 'X': '3.55', '2': '2.07', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '4.00', 'X': '3.60', '2': '1.95', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '4.35', 'X': '3.55', '2': '1.95', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:25:11 UTC,2022-11-25 11:00:00 UTC,https://www.oddsportal.com/football/h2h/iran-xrRx85iA/wales-YcUP0Nqp/,Wales,Iran,World Cup 2022,0,2,"(0:0, 0:2)",Ahmad bin Ali Stadium,Al Rayyan,Qatar,"[{'1': '2.10', 'X': '3.20', '2': '3.90', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.15', 'X': '3.15', '2': '3.70', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.20', 'X': '3.15', '2': '3.85', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '2.20', 'X': '3.20', '2': '3.70', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '2.14', 'X': '3.20', '2': '4.10', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:25:12 UTC,2022-12-01 20:00:00 UTC,https://www.oddsportal.com/football/h2h/japan-ULXPdOUj/spain-bLyo6mco/,Japan,Spain,World Cup 2022,2,1,"(0:1, 2:0)",Khalifa International Stadium,Al Rayyan,Qatar,"[{'1': '7.25', 'X': '4.40', '2': '1.44', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '6.80', 'X': '4.65', '2': '1.45', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '6.70', 'X': '4.45', '2': '1.50', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '7.50', 'X': '4.40', '2': '1.50', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '7.00', 'X': '4.60', '2': '1.50', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:25:28 UTC,2022-11-22 17:00:00 UTC,https://www.oddsportal.com/football/h2h/mexico-O6iHcNkd/poland-2HzmcynI/,Mexico,Poland,World Cup 2022,0,0,"(0:0, 0:0)",Stadium 974,Doha,Qatar,"[{'1': '2.45', 'X': '3.05', '2': '3.10', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.47', 'X': '3.05', '2': '3.15', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.65', 'X': '3.10', '2': '3.30', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '2.45', 'X': '3.10', '2': '3.20', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '2.55', 'X': '3.20', '2': '3.10', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:25:29 UTC,2025-06-29 04:15:00 UTC,https://www.oddsportal.com/football/h2h/mexico-O6iHcNkd/saudi-arabia-biSY8ox4/,Mexico,Saudi Arabia,Gold Cup,2,0,"(0:0, 2:0)",State Farm Stadium,"Glendale, AZ",USA,"[{'1': '1.55', 'X': '3.85', '2': '6.90', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.53', 'X': '3.95', '2': '6.60', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.53', 'X': '3.80', '2': '6.50', 'bookmaker_name': 'Getsbet', 'period': 'FullTime'}, {'1': '1.52', 'X': '3.80', '2': '7.00', 'bookmaker_name': 'MrBitRO', 'period': 'FullTime'}, {'1': '1.54', 'X': '3.90', '2': '6.30', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.49', 'X': '3.70', '2': '7.50', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:25:28 UTC,2022-12-17 16:00:00 UTC,https://www.oddsportal.com/football/h2h/morocco-IDKYO3R8/croatia-K8aznggo/,Croatia,Morocco,World Cup 2022,2,1,"(2:1, 0:0)",Khalifa International Stadium,Al Rayyan,Qatar,"[{'1': '2.20', 'X': '3.50', '2': '3.15', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.25', 'X': '3.55', '2': '3.10', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.45', 'X': '3.55', '2': '3.22', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '2.25', 'X': '3.60', '2': '3.20', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '2.28', 'X': '3.65', '2': '3.20', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:25:43 UTC,2022-12-10 16:00:00 UTC,https://www.oddsportal.com/football/h2h/morocco-IDKYO3R8/portugal-WvJrjFVN/,Morocco,Portugal,World Cup 2022,1,0,"(1:0, 0:0)",Al Thumama Stadium,Doha,Qatar,"[{'1': '5.60', 'X': '3.45', '2': '1.70', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '6.00', 'X': '3.80', '2': '1.60', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '5.70', 'X': '3.70', '2': '1.80', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '6.00', 'X': '3.90', '2': '1.62', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '6.25', 'X': '3.95', '2': '1.63', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:25:44 UTC,2022-12-06 16:00:00 UTC,https://www.oddsportal.com/football/h2h/morocco-IDKYO3R8/spain-bLyo6mco/,Morocco,Spain,World Cup 2022,1,0,"0:0, 0:0, 0:0, 3:0",Education City Stadium,Al Rayyan,Qatar,"[{'1': '6.90', 'X': '4.00', '2': '1.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '5.70', 'X': '3.95', '2': '1.62', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '6.80', 'X': '4.20', '2': '1.55', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '6.00', 'X': '3.80', '2': '1.65', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '6.25', 'X': '3.85', '2': '1.65', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:25:46 UTC,2022-11-29 16:00:00 UTC,https://www.oddsportal.com/football/h2h/netherlands-WYintcWb/qatar-zqzHL77i/,Netherlands,Qatar,World Cup 2022,2,0,"(1:0, 1:0)",Al Bayt Stadium,Al Khor,Qatar,"[{'1': '1.20', 'X': '6.80', '2': '14.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.21', 'X': '6.90', '2': '13.00', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.23', 'X': '6.50', '2': '16.50', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.22', 'X': '7.00', '2': '13.00', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.22', 'X': '6.75', '2': '17.00', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:26:01 UTC,2022-12-03 16:00:00 UTC,https://www.oddsportal.com/football/h2h/netherlands-WYintcWb/usa-fuitL4CF/,Netherlands,USA,World Cup 2022,3,1,"(2:0, 1:1)",Khalifa International Stadium,Al Rayyan,Qatar,"[{'1': '1.91', 'X': '3.30', '2': '4.30', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.95', 'X': '3.35', '2': '4.20', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.05', 'X': '3.40', '2': '4.55', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.95', 'X': '3.25', '2': '4.60', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.94', 'X': '3.40', '2': '4.60', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:26:00 UTC,2022-11-26 14:00:00 UTC,https://www.oddsportal.com/football/h2h/poland-2HzmcynI/saudi-arabia-biSY8ox4/,Poland,Saudi Arabia,World Cup 2022,2,0,"(1:0, 1:0)",Education City Stadium,Al Rayyan,Qatar,"[{'1': '1.71', 'X': '3.55', '2': '5.30', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.70', 'X': '3.65', '2': '5.30', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.75', 'X': '3.80', '2': '5.70', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.70', 'X': '3.60', '2': '5.50', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.70', 'X': '3.65', '2': '6.00', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:26:02 UTC,2022-12-02 16:00:00 UTC,https://www.oddsportal.com/football/h2h/portugal-WvJrjFVN/south-korea-K6Gs7P6G/,South Korea,Portugal,World Cup 2022,2,1,"(1:1, 1:0)",Education City Stadium,Al Rayyan,Qatar,"[{'1': '4.30', 'X': '3.75', '2': '1.80', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.10', 'X': '3.85', '2': '1.82', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '4.05', 'X': '3.90', '2': '1.90', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '4.50', 'X': '3.80', '2': '1.80', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '4.50', 'X': '3.95', '2': '1.82', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:26:17 UTC,2022-12-06 20:00:00 UTC,https://www.oddsportal.com/football/h2h/portugal-WvJrjFVN/switzerland-rHJ2vy1B/,Portugal,Switzerland,World Cup 2022,6,1,"(2:0, 4:1)",Lusail Iconic Stadium,Lusail,Qatar,"[{'1': '1.85', 'X': '3.35', '2': '4.60', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.85', 'X': '3.55', '2': '4.40', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.92', 'X': '3.70', '2': '4.75', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.90', 'X': '3.50', '2': '4.40', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.91', 'X': '3.65', '2': '4.40', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:26:17 UTC,2022-11-28 20:00:00 UTC,https://www.oddsportal.com/football/h2h/portugal-WvJrjFVN/uruguay-xMk44orG/,Portugal,Uruguay,World Cup 2022,2,0,"(0:0, 2:0)",Lusail Iconic Stadium,Lusail,Qatar,"[{'1': '1.95', 'X': '3.25', '2': '4.20', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.93', 'X': '3.35', '2': '4.20', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '2.07', 'X': '3.42', '2': '4.45', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.90', 'X': '3.40', '2': '4.40', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.96', 'X': '3.50', '2': '4.35', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:26:19 UTC,2022-11-20 17:00:00 UTC,https://www.oddsportal.com/football/h2h/qatar-zqzHL77i/ecuador-8tbm8Tri/,Qatar,Ecuador,World Cup 2022,0,2,"(0:2, 0:0)",Al Bayt Stadium,Al Khor,Qatar,"[{'1': '3.60', 'X': '3.05', '2': '2.20', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '3.55', 'X': '3.10', '2': '2.25', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '3.75', 'X': '3.10', '2': '2.42', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '3.75', 'X': '3.10', '2': '2.20', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '3.70', 'X': '3.15', '2': '2.23', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
2026-06-30 23:26:33 UTC,2022-11-29 16:00:00 UTC,https://www.oddsportal.com/football/h2h/qatar-zqzHL77i/netherlands-WYintcWb/,Netherlands,Qatar,World Cup 2022,2,0,"(1:0, 1:0)",Al Bayt Stadium,Al Khor,Qatar,"[{'1': '1.20', 'X': '6.80', '2': '14.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.21', 'X': '6.90', '2': '13.00', 'bookmaker_name': 'Betano.ro', 'period': 'FullTime'}, {'1': '1.23', 'X': '6.50', '2': '16.50', 'bookmaker_name': 'Fortuna.ro', 'period': 'FullTime'}, {'1': '1.22', 'X': '7.00', '2': '13.00', 'bookmaker_name': 'Superbet.ro', 'period': 'FullTime'}, {'1': '1.22', 'X': '6.75', '2': '17.00', 'bookmaker_name': 'Unibetro', 'period': 'FullTime'}]"
